City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain(inches),Snow(inches)
304,Maniitsoq,GL,65.42,-52.9,46.96,73,51,10.02,broken clouds,0.0,0
305,Fengcheng,CN,40.45,124.07,67.51,81,88,1.43,overcast clouds,0.0,0
306,Airai,TL,-8.93,125.41,57.27,100,100,4.12,overcast clouds,0.0,0
307,Sinnamary,GF,5.38,-52.95,82.17,78,59,8.57,light rain,0.68,0
308,Kloulklubed,PW,7.04,134.26,78.8,88,75,6.93,broken clouds,0.0,0
309,La Ronge,CA,55.1,-105.28,64.4,77,75,11.41,broken clouds,0.0,0
310,Rocha,UY,-34.48,-54.33,51.44,62,46,12.95,scattered clouds,0.0,0
311,Chauk,MM,20.88,94.82,86.0,61,95,14.9,overcast clouds,0.0,0
312,Lufilufi,WS,-13.87,-171.6,77.0,100,1,17.02,light rain,0.69,0
313,Ewa Beach,US,21.32,-158.01,78.8,73,1,3.36,clear sky,0.0,0
314,Saint-Augustin,CA,51.23,-58.65,60.04,95,100,15.28,moderate rain,3.16,0
315,Henties Bay,NA,-22.12,14.28,57.0,88,0,4.0,clear sky,0.0,0
316,Barranca,PE,-10.75,-77.77,61.41,78,98,4.38,overcast clouds,0.0,0
317,Gurskoye,PE,-10.75,-77.77,61.41,78,98,4.38,overcast clouds,0.0,0
318,Kanye,BW,-24.97,25.33,60.62,27,0,13.11,clear sky,0.0,0
319,Mount Gambier,AU,-37.83,140.77,42.8,93,75,2.24,broken clouds,0.0,0
320,Yima,CN,34.74,111.88,75.0,1,68,2.26,broken clouds,0.0,0
321,Carutapera,BR,-1.2,-46.02,82.71,78,1,4.81,light rain,0.57,0
322,Kemijarvi,FI,66.71,27.43,61.36,52,58,2.42,broken clouds,0.0,0
323,Odweyne,SO,9.41,45.06,85.44,38,63,24.94,broken clouds,0.0,0
324,Hay River,CA,60.82,-115.8,57.2,82,75,2.24,light rain,0.0,0
325,Sao Joao Da Barra,BR,-21.64,-41.05,77.0,57,45,9.17,scattered clouds,0.0,0
326,Shizuishan,CN,39.23,106.77,76.41,45,0,10.13,clear sky,0.0,0
327,Arambagh,IN,22.88,87.78,84.78,73,100,6.02,moderate rain,1.04,0
328,Kholmy,UA,51.87,32.6,76.44,74,75,6.2,moderate rain,1.68,0
329,Chicama,PE,-7.84,-79.15,67.46,68,21,5.48,few clouds,0.0,0
330,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,75.2,94,95,2.24,overcast clouds,0.0,0
331,Qiongshan,CN,20.01,110.35,80.6,74,0,4.47,clear sky,0.0,0
332,Mingaora,PK,34.78,72.36,83.44,48,43,1.95,light rain,0.24,0
333,Shitanjing,CN,39.23,106.34,72.41,48,1,8.55,clear sky,0.0,0
334,Strezhevoy,RU,60.73,77.59,62.6,82,40,8.95,scattered clouds,0.0,0
335,Tarakan,ID,3.3,117.63,80.49,75,100,4.14,overcast clouds,0.0,0
336,Jiuquan,CN,39.74,98.52,79.68,20,89,8.1,overcast clouds,0.0,0
337,Kushmurun,KZ,52.45,64.63,79.11,45,0,11.27,clear sky,0.0,0
338,Krumovgrad,BG,41.47,25.65,91.0,37,0,3.0,clear sky,0.0,0
339,Berlevag,NO,70.86,29.09,49.14,82,19,5.53,few clouds,0.0,0
340,Sorvag,NO,70.86,29.09,49.14,82,19,5.53,few clouds,0.0,0
341,Redmond,US,47.67,-122.12,60.01,92,97,1.41,light rain,0.38,0
342,Faanui,PF,-16.48,-151.75,78.64,74,100,17.98,overcast clouds,0.0,0
343,Ponta Do Sol,PT,32.67,-17.1,75.99,62,0,1.43,clear sky,0.0,0
344,Sapele,NG,5.89,5.68,81.7,80,90,8.16,moderate rain,2.45,0
345,Rudbar,AF,30.15,62.6,101.19,10,0,24.34,clear sky,0.0,0
346,Buritis,BR,-15.62,-46.42,79.81,37,0,5.32,clear sky,0.0,0
347,Satitoa,BR,-15.62,-46.42,79.81,37,0,5.32,clear sky,0.0,0
348,Omaruru,NA,-21.43,15.93,81.84,12,0,12.48,clear sky,0.0,0
349,Impfondo,CG,1.64,18.07,90.93,46,35,2.46,scattered clouds,0.0,0
350,Dwarka,IN,22.24,68.97,84.81,81,0,19.17,clear sky,0.0,0
351,Guarapari,BR,-20.67,-40.5,77.0,62,0,10.65,clear sky,0.0,0
352,Kuching,MY,1.55,110.33,80.6,88,40,2.24,scattered clouds,0.0,0
353,Salta,AR,-24.79,-65.41,46.4,75,0,3.89,clear sky,0.0,0
354,San Jeronimo,PE,-11.95,-75.28,51.62,59,77,2.04,broken clouds,0.0,0
355,Cap Malheureux,MU,-19.98,57.61,73.0,67,0,7.0,clear sky,0.0,0
356,Codrington,AU,-38.27,141.97,44.67,90,0,3.91,clear sky,0.0,0
357,Carver,US,44.8,-93.78,72.0,88,1,5.82,clear sky,0.0,0
358,Port Blair,IN,11.67,92.75,80.83,79,100,9.19,overcast clouds,0.0,0
359,Bend,US,44.06,-121.32,52.0,71,1,3.24,clear sky,0.0,0
360,Lucapa,AO,-8.42,20.74,94.73,16,0,6.67,clear sky,0.0,0
361,Garavuti,TJ,37.57,68.45,93.2,23,40,4.47,scattered clouds,0.0,0
362,Hasaki,JP,35.73,140.83,66.2,88,75,13.87,broken clouds,0.0,0
363,Malpe,IN,13.35,74.72,82.4,74,40,3.36,scattered clouds,0.0,0
364,Aykhal,RU,66.0,111.5,68.0,42,75,8.95,broken clouds,0.0,0
365,Iqaluit,CA,63.75,-68.51,53.6,81,75,11.41,broken clouds,0.0,0
366,Vostok,RU,46.49,135.88,58.08,94,73,2.89,broken clouds,0.0,0
367,Khani,GE,41.96,42.96,82.4,69,75,13.87,broken clouds,0.0,0
368,Khorixas,NA,-20.37,14.97,84.2,13,0,11.79,clear sky,0.0,0
369,Maragogi,BR,-9.01,-35.22,78.91,71,3,14.16,light rain,0.13,0
370,Doha,QA,25.29,51.53,109.99,38,19,6.93,few clouds,0.0,0
371,Winneba,GH,5.35,-0.62,80.6,74,90,13.87,overcast clouds,0.0,0
372,George Town,MY,5.41,100.34,84.2,79,20,1.72,few clouds,0.0,0
373,Whitianga,NZ,-36.83,175.7,52.0,96,90,1.01,overcast clouds,0.0,0
374,Acapulco,MX,16.86,-99.89,78.8,88,40,4.7,scattered clouds,0.0,0
375,Nizhneyansk,MX,16.86,-99.89,78.8,88,40,4.7,scattered clouds,0.0,0
376,Yunjinghong,MX,16.86,-99.89,78.8,88,40,4.7,scattered clouds,0.0,0
377,Lorengau,PG,-2.02,147.27,81.77,79,74,7.99,broken clouds,0.0,0
378,Sentyabrskiy,PG,-2.02,147.27,81.77,79,74,7.99,broken clouds,0.0,0
379,Wulanhaote,PG,-2.02,147.27,81.77,79,74,7.99,broken clouds,0.0,0
380,Parana,AR,-31.73,-60.52,55.99,51,84,9.06,broken clouds,0.0,0
381,Kalmunai,LK,7.42,81.82,83.59,78,87,10.76,overcast clouds,0.0,0
382,Xianyang,CN,34.34,108.7,75.99,73,66,8.95,broken clouds,0.0,0
383,Myitkyina,MM,25.38,97.4,75.4,96,100,2.06,light rain,0.24,0
384,Antalya,TR,36.77,30.72,93.2,49,20,9.17,few clouds,0.0,0
385,Touros,BR,-5.2,-35.46,80.6,74,40,11.41,scattered clouds,0.0,0
386,Bilibino,RU,68.05,166.44,57.11,88,99,1.77,light rain,0.54,0
387,Sisimiut,GL,66.94,-53.67,51.44,59,95,8.08,overcast clouds,0.0,0
388,The Valley,AI,18.22,-63.06,84.2,74,20,14.99,haze,0.0,0
389,Weiz,AT,47.22,15.62,75.0,45,0,4.34,clear sky,0.0,0
390,Antonina,BR,-25.43,-48.71,73.0,46,0,20.8,clear sky,0.0,0
391,Provideniya,RU,64.38,-173.3,49.37,69,7,1.83,clear sky,0.0,0
392,Smoky Lake,CA,54.12,-112.47,54.0,98,98,5.99,overcast clouds,0.0,0
393,Golden Rock,CA,54.12,-112.47,54.0,98,98,5.99,overcast clouds,0.0,0
394,Aguimes,ES,27.91,-15.45,79.0,65,20,29.97,few clouds,0.0,0
395,Lebedinyy,RU,58.52,125.52,66.15,66,86,2.42,overcast clouds,0.0,0
396,Mehtar Lam,AF,34.67,70.21,91.4,36,40,2.24,scattered clouds,0.0,0
397,Pangkalanbuun,ID,-2.68,111.62,74.82,93,99,2.64,overcast clouds,0.0,0
398,Francistown,BW,-21.17,27.51,68.0,19,0,12.75,clear sky,0.0,0
399,Tuatapere,NZ,-46.13,167.68,39.0,83,81,3.0,broken clouds,0.0,0
400,Chivolo,CO,10.03,-74.62,80.38,78,5,3.76,clear sky,0.0,0
401,Port Hardy,CA,50.7,-127.42,51.8,100,90,2.24,light intensity shower rain,0.0,0
402,Saint-Joseph,RE,-21.37,55.62,75.2,69,34,3.36,light rain,0.12,0
403,Kokopo,PG,-4.35,152.26,77.88,80,98,6.78,overcast clouds,0.0,0
404,Ola,RU,59.58,151.28,51.75,91,20,2.17,few clouds,0.0,0
405,Nalut,LY,30.33,10.85,103.91,11,0,16.49,clear sky,0.0,0
406,Manakara,MG,-22.13,48.02,72.12,77,0,11.97,clear sky,0.0,0
407,Saryozek,KZ,44.36,77.98,69.08,35,0,13.87,clear sky,0.0,0
408,Tabiauea,KZ,44.36,77.98,69.08,35,0,13.87,clear sky,0.0,0
409,Tikhvin,RU,59.65,33.53,63.95,74,100,6.42,light rain,0.47,0
410,Bodden Town,KY,19.28,-81.25,87.01,69,52,5.01,broken clouds,0.0,0
411,Bilma,NE,18.69,12.92,103.03,18,62,6.96,broken clouds,0.0,0
412,Ajaccio,FR,42.0,8.92,82.4,65,0,11.41,clear sky,0.0,0
413,Sonqor,IR,34.78,47.6,95.0,13,40,13.87,scattered clouds,0.0,0
414,Laredo,US,27.51,-99.51,80.6,83,1,16.11,clear sky,0.0,0
415,North Platte,US,41.12,-100.77,71.01,82,1,3.36,clear sky,0.0,0
416,Vaitupu,US,41.12,-100.77,71.01,82,1,3.36,clear sky,0.0,0
417,Tabat,ID,-2.63,115.23,72.25,98,100,0.92,overcast clouds,0.0,0
418,Broome,US,42.25,-75.83,75.0,82,40,11.41,scattered clouds,0.0,0
419,Hervey Bay,AU,-25.3,152.85,64.99,88,97,3.0,light rain,0.14,0
420,Ucluelet,CA,48.93,-125.55,55.0,93,75,2.75,broken clouds,0.0,0
421,Ambon,ID,-3.7,128.18,78.01,15,92,8.77,overcast clouds,0.0,0
422,Teya,RU,60.38,92.63,62.2,78,100,3.69,overcast clouds,0.0,0
423,Dujuma,RU,60.38,92.63,62.2,78,100,3.69,overcast clouds,0.0,0
424,Ibra,OM,22.69,58.53,105.94,17,100,14.32,overcast clouds,0.0,0
425,Zhanatas,OM,22.69,58.53,105.94,17,100,14.32,overcast clouds,0.0,0
426,Laem Sing,TH,12.48,102.07,89.01,86,100,3.96,light rain,0.53,0
427,Sao Miguel Do Araguaia,BR,-13.28,-50.16,87.22,34,5,6.76,clear sky,0.0,0
428,Mugur-Aksy,RU,50.35,90.5,54.59,77,83,5.14,moderate rain,1.1,0
429,Northam,GB,51.03,-4.22,68.0,62,97,4.0,overcast clouds,0.0,0
430,Nome,US,64.5,-165.41,51.8,76,1,9.17,clear sky,0.0,0
431,Omsukchan,RU,62.53,155.8,51.67,78,26,1.97,scattered clouds,0.0,0
432,Teknaf,BD,20.86,92.31,81.46,85,98,4.18,moderate rain,1.46,0
433,Hambantota,LK,6.12,81.12,87.8,66,75,10.29,broken clouds,0.0,0
434,Tumannyy,LK,6.12,81.12,87.8,66,75,10.29,broken clouds,0.0,0
435,High Level,CA,58.52,-117.14,55.4,93,75,4.99,broken clouds,0.0,0
436,Bogorodskoye,RU,56.55,37.88,63.79,83,100,9.08,overcast clouds,0.0,0
437,Aldama,MX,22.92,-98.07,82.99,87,41,1.99,scattered clouds,0.0,0
438,Faya,SA,18.39,42.45,87.8,25,40,10.29,scattered clouds,0.0,0
439,Rawlins,US,41.79,-107.24,55.4,30,1,3.36,clear sky,0.0,0
440,Macae,BR,-22.37,-41.79,80.6,54,82,9.17,broken clouds,0.0,0
441,Havre De Grace,US,39.55,-76.09,84.0,65,1,3.36,clear sky,0.0,0
442,Proddatur,IN,14.73,78.55,90.1,55,100,7.02,overcast clouds,0.0,0
443,Saleaula,IN,14.73,78.55,90.1,55,100,7.02,overcast clouds,0.0,0
444,Arman,RU,59.7,150.17,53.1,88,15,0.89,few clouds,0.0,0
445,Pombas,CV,17.15,-25.02,82.4,51,75,19.46,broken clouds,0.0,0
446,Bulungu,CD,-4.55,18.6,92.59,36,75,1.48,broken clouds,0.0,0
447,Sioux Lookout,CA,50.1,-91.92,62.6,88,75,2.24,broken clouds,0.0,0
448,Kantunilkin,MX,21.09,-87.45,78.8,83,20,1.1,few clouds,0.0,0
449,Lahaina,US,20.88,-156.68,78.8,61,1,12.75,clear sky,0.0,0
450,Sharon,US,41.23,-80.49,77.0,69,75,3.36,broken clouds,0.0,0
451,Pathalgaon,IN,22.57,83.47,81.75,75,100,5.84,light rain,0.23,0
452,Vytegra,RU,61.01,36.45,69.19,46,99,6.42,overcast clouds,0.0,0
453,Eydhafushi,MV,5.1,73.07,84.42,68,70,2.35,broken clouds,0.0,0
454,Acin,MV,5.1,73.07,84.42,68,70,2.35,broken clouds,0.0,0
455,Iracoubo,GF,5.48,-53.2,81.09,84,92,8.3,light rain,0.91,0
456,Beloha,MG,-25.17,45.05,78.3,38,14,13.56,few clouds,0.0,0
457,Raga,SS,8.46,25.68,83.77,65,99,3.8,overcast clouds,0.0,0
458,Halifax,CA,44.65,-63.57,71.01,84,99,13.04,light rain,0.25,0
459,Mergui,CA,44.65,-63.57,71.01,84,99,13.04,light rain,0.0,0
460,Hollins,US,37.34,-79.94,80.01,61,20,10.29,few clouds,0.0,0
461,Uzhur,RU,55.3,89.83,61.2,80,0,5.73,clear sky,0.0,0
462,Husavik,IS,66.04,-17.34,62.6,55,40,6.93,scattered clouds,0.0,0
463,Vanimo,PG,-2.67,141.3,79.16,78,100,0.76,overcast clouds,0.0,0
464,Lata,PT,40.16,-8.33,91.99,47,0,8.32,clear sky,0.0,0
465,Melnikovo,RU,56.56,84.08,73.0,67,89,6.17,light rain,0.52,0
466,Margate,GB,51.38,1.39,71.01,46,83,4.0,broken clouds,0.0,0
467,Prince Rupert,CA,54.32,-130.32,51.8,100,90,3.36,overcast clouds,0.0,0
468,Mana,GF,5.66,-53.78,81.18,84,84,7.29,light rain,0.99,0
469,Laela,TZ,-8.57,32.05,79.52,25,0,9.24,clear sky,0.0,0
470,Jawhar,SO,2.78,45.5,82.62,65,85,22.03,overcast clouds,0.0,0
471,Akdepe,TM,42.06,59.38,102.2,15,1,11.41,clear sky,0.0,0
472,Sambava,MG,-14.27,50.17,75.02,74,0,12.3,clear sky,0.0,0
473,Orbetello,IT,42.44,11.22,89.6,38,20,12.75,few clouds,0.0,0
474,Klyuchi,RU,52.27,79.17,78.17,55,70,4.05,light rain,0.17,0
475,Siniscola,IT,40.57,9.69,84.2,62,0,13.87,clear sky,0.0,0
476,Muli,MV,2.92,73.57,84.81,64,96,3.47,overcast clouds,0.0,0
477,Mwense,ZM,-10.38,28.7,87.84,22,0,9.78,clear sky,0.0,0
478,Genhe,CN,50.78,121.52,65.14,50,0,2.21,clear sky,0.0,0
479,Sarangani,PH,5.4,125.46,83.55,71,100,4.99,overcast clouds,0.0,0
480,Monte Carmelo,BR,-18.72,-47.5,72.5,46,95,9.26,overcast clouds,0.0,0
481,Nyurba,RU,63.28,118.33,63.36,70,0,1.97,clear sky,0.0,0
482,Traiguen,CL,-38.25,-72.68,44.65,96,100,0.83,light rain,0.42,0
483,Thinadhoo,MV,0.53,72.93,85.19,70,62,6.04,broken clouds,0.0,0
484,Gardan Diwal,MV,0.53,72.93,85.19,70,62,6.04,broken clouds,0.0,0
485,Penarth,GB,51.44,-3.18,69.01,49,50,8.05,scattered clouds,0.0,0
486,Kamina,CD,-8.74,24.99,89.62,20,0,6.51,clear sky,0.0,0
487,Viedma,AR,-40.81,-63.0,45.66,55,0,21.14,clear sky,0.0,0
488,Lloydminster,CA,53.28,-110.0,59.0,87,90,8.05,overcast clouds,0.0,0
489,Batsfjord,NO,70.63,29.72,51.31,73,56,5.39,broken clouds,0.0,0
490,Padang,ID,-0.95,100.35,79.48,78,99,4.83,light rain,0.37,0
491,Coahuayana,MX,18.73,-103.68,73.4,83,75,4.88,broken clouds,0.0,0
492,Khargone,IN,21.82,75.6,88.07,61,29,11.97,scattered clouds,0.0,0
493,Ribeira Brava,PT,32.65,-17.07,75.99,75,0,5.01,clear sky,0.0,0
494,Tromso,NO,69.65,18.96,53.6,87,75,3.36,light intensity shower rain,0.0,0
495,Evensk,RU,61.95,159.23,54.25,88,68,1.92,broken clouds,0.0,0
496,Aswan,EG,24.09,32.91,105.93,9,28,16.8,scattered clouds,0.0,0
497,Bousso,TD,10.48,16.71,88.65,55,55,7.34,broken clouds,0.0,0
498,Kendari,ID,-3.94,122.5,76.03,90,100,4.85,light rain,0.57,0
499,Harrison,US,30.41,-89.04,84.99,74,1,4.85,clear sky,0.0,0
500,Zlobin,HR,45.29,14.65,81.0,31,0,17.22,clear sky,0.0,0
501,Zhigansk,RU,66.77,123.37,63.86,54,10,8.72,clear sky,0.0,0
502,Cabra,ES,37.47,-4.44,98.01,31,92,11.63,overcast clouds,0.0,0
503,Rupert,US,42.62,-113.68,66.2,42,1,9.17,clear sky,0.0,0
504,Westport,US,41.14,-73.36,79.0,69,1,16.11,clear sky,0.0,0
505,Tiznit,MA,29.58,-9.5,94.91,22,92,6.42,overcast clouds,0.0,0
506,Toliary,MA,29.58,-9.5,94.91,22,92,6.42,overcast clouds,0.0,0
507,Naze,JP,28.37,129.48,82.4,88,97,4.7,overcast clouds,0.0,0
508,Vaitape,PF,-16.52,-151.75,79.52,72,100,17.92,overcast clouds,0.0,0
509,Media Luna,CU,20.14,-77.44,84.27,65,12,7.0,few clouds,0.0,0
510,Oktyabrskiy,RU,54.48,53.47,77.16,71,0,7.34,clear sky,0.0,0
511,Igrim,RU,63.19,64.42,67.15,60,98,5.61,overcast clouds,0.0,0
512,Gimli,CA,50.63,-96.99,71.01,99,79,7.14,broken clouds,0.0,0
513,Santa Maria Del Oro,MX,25.93,-105.37,77.56,28,84,1.92,broken clouds,0.0,0
514,Kurumkan,RU,54.3,110.3,67.17,69,25,4.59,light rain,0.29,0
515,Huilong,CN,31.81,121.66,93.0,66,100,2.82,moderate rain,1.59,0
516,Apiai,BR,-24.51,-48.84,72.82,46,0,9.24,clear sky,0.0,0
517,Burica,BR,-24.51,-48.84,72.82,46,0,9.24,clear sky,0.0,0
518,Xichang,CN,27.9,102.26,69.03,76,100,3.06,overcast clouds,0.0,0
519,San Pedro,PH,14.35,121.02,86.0,74,40,2.24,scattered clouds,0.0,0
520,Warqla,PH,14.35,121.02,86.0,74,40,2.24,scattered clouds,0.0,0
521,General Roca,AR,-39.03,-67.58,42.8,75,40,1.12,scattered clouds,0.0,0
522,Lima,PE,-12.04,-77.03,59.0,87,90,2.24,mist,0.0,0
523,Cockburn Town,TC,21.46,-71.14,82.76,79,57,16.2,broken clouds,0.0,0
524,Mwingi,KE,-0.93,38.06,81.21,41,90,10.49,overcast clouds,0.0,0
525,Stephenville,US,32.22,-98.2,79.0,61,1,10.29,clear sky,0.0,0
526,Gat,IL,31.61,34.76,84.99,61,0,1.01,clear sky,0.0,0
527,Diamantino,BR,-14.41,-56.45,85.77,38,88,8.1,overcast clouds,0.0,0
528,Esperance,AU,-33.87,121.9,56.8,50,91,16.55,overcast clouds,0.0,0
529,Kavos,GR,38.83,22.83,90.0,46,0,5.01,clear sky,0.0,0
530,Chandbali,IN,20.78,86.77,85.93,75,100,11.18,overcast clouds,0.0,0
531,Puerto Escondido,MX,15.85,-97.07,77.0,83,75,5.82,broken clouds,0.0,0
532,Venado Tuerto,AR,-33.75,-61.97,52.0,42,0,15.01,clear sky,0.0,0
533,Charters Towers,AU,-20.1,146.27,59.81,40,32,11.97,scattered clouds,0.0,0
534,Vila Franca Do Campo,PT,37.72,-25.43,73.4,60,75,10.29,broken clouds,0.0,0
535,Upata,VE,8.01,-62.4,78.01,89,0,1.01,clear sky,0.0,0
536,Tongchuan,CN,35.08,109.09,68.09,81,100,1.28,overcast clouds,0.0,0
537,Luganville,VU,-15.53,167.17,77.97,82,33,14.47,light rain,0.14,0
538,Norden,DE,53.6,7.2,68.0,48,0,12.75,clear sky,0.0,0
539,Barra,BR,-11.09,-43.14,83.41,41,0,6.4,clear sky,0.0,0
540,Lujan,AR,-34.57,-59.1,48.99,65,100,1.99,overcast clouds,0.0,0
541,Aksha,RU,50.28,113.29,62.58,81,20,1.74,few clouds,0.0,0
542,Praia,CV,14.92,-23.51,82.4,58,75,10.29,broken clouds,0.0,0
543,Nuuk,GL,64.18,-51.72,46.4,81,75,8.05,broken clouds,0.0,0
544,Tazovskiy,RU,67.47,78.7,54.91,63,100,4.09,overcast clouds,0.0,0
545,Gornopravdinsk,RU,60.05,69.9,73.98,51,0,3.04,clear sky,0.0,0
546,Sibanicu,CU,21.23,-77.53,82.4,94,68,3.36,broken clouds,0.0,0
547,Evanston,US,42.04,-87.69,77.0,64,40,14.99,scattered clouds,0.0,0
548,Jumla,NP,29.27,82.18,62.01,71,67,1.66,broken clouds,0.0,0
549,Limon,CR,10.0,-83.03,75.2,94,75,7.76,drizzle,0.0,0
550,Constitucion,CL,-35.33,-72.42,52.77,66,100,2.53,overcast clouds,0.0,0
551,Kabwe,ZM,-14.45,28.45,81.25,26,0,9.75,clear sky,0.0,0
552,Inta,RU,66.03,60.17,62.71,86,100,13.62,light rain,0.74,0
553,Ouesso,CG,1.61,16.05,88.75,50,85,1.79,overcast clouds,0.0,0
554,Lazaro Cardenas,MX,17.96,-102.2,78.87,84,100,6.49,light rain,0.13,0
555,Halalo,MX,17.96,-102.2,78.87,84,100,6.49,light rain,0.0,0
556,Saint-Georges,GD,12.06,-61.75,86.0,79,20,19.46,few clouds,0.0,0
557,Prieska,ZA,-29.66,22.75,62.6,26,16,16.22,few clouds,0.0,0
558,Buchanan,LR,5.88,-10.05,82.4,74,75,4.7,broken clouds,0.0,0
559,Tayshet,RU,55.93,98.0,62.58,69,55,2.57,broken clouds,0.0,0
560,Palabuhanratu,RU,55.93,98.0,62.58,69,55,2.57,broken clouds,0.0,0
561,Takoradi,GH,4.88,-1.76,78.08,78,78,10.07,broken clouds,0.0,0
562,Atasu,KZ,48.68,71.64,83.71,44,53,8.9,broken clouds,0.0,0
563,Ishigaki,JP,24.34,124.16,85.46,77,2,12.82,clear sky,0.0,0
564,Orobo,BR,-7.75,-35.6,71.6,88,75,13.87,shower rain,0.0,0
565,Tomatlan,MX,19.93,-105.25,77.95,89,100,2.15,overcast clouds,0.0,0
566,Agadez,NE,19.75,10.25,106.63,8,0,3.13,clear sky,0.0,0
567,Ati,TD,13.22,18.34,92.35,39,33,7.7,scattered clouds,0.0,0
568,Maputo,MZ,-25.97,32.59,73.99,48,1,5.01,clear sky,0.0,0
569,Marawi,PH,8.0,124.29,78.01,79,100,7.0,moderate rain,2.41,0
570,Port Hedland,AU,-20.32,118.57,62.6,23,0,8.05,clear sky,0.0,0
571,Zanjan,IR,36.67,48.48,73.4,60,40,16.11,scattered clouds,0.0,0
572,Laguna,US,38.42,-121.42,64.4,59,1,3.36,clear sky,0.0,0
573,Abancay,PE,-13.63,-72.88,61.59,50,12,0.89,few clouds,0.0,0
574,Mackay,AU,-21.15,149.2,63.0,92,85,4.56,overcast clouds,0.0,0
575,Canoas,BR,-29.92,-51.18,57.2,100,90,4.7,mist,0.0,0
576,Nurlat,RU,54.43,50.81,76.95,69,0,7.29,clear sky,0.0,0
577,Antofagasta,CL,-23.65,-70.4,55.4,66,90,10.29,overcast clouds,0.0,0
578,Taoudenni,ML,22.68,-3.98,108.93,17,55,4.54,broken clouds,0.0,0
579,Kota Kinabalu,MY,5.97,116.07,77.0,94,40,5.82,light rain,0.0,0
580,Saltpond,GH,5.21,-1.06,78.75,77,54,11.45,broken clouds,0.0,0
581,Betamcherla,IN,15.47,78.17,85.15,63,100,7.38,overcast clouds,0.0,0
582,Gitarama,RW,-2.07,29.76,82.4,34,40,10.29,scattered clouds,0.0,0
583,Tibiri,NE,13.56,7.05,82.4,69,54,6.93,broken clouds,0.0,0
584,Balsas,BR,-7.53,-46.04,90.45,32,17,8.77,few clouds,0.0,0
585,Sao Joao Do Piaui,BR,-8.36,-42.25,86.36,44,29,10.49,scattered clouds,0.0,0
586,Simao,CN,22.79,100.97,65.77,96,100,2.95,moderate rain,1.14,0
587,At-Bashi,KG,41.17,75.81,65.91,36,14,5.99,few clouds,0.0,0
588,Cedar City,US,37.68,-113.06,71.6,30,1,9.17,clear sky,0.0,0
589,Kapit,MY,2.02,112.93,74.16,88,100,2.01,light rain,0.13,0
590,Surt,LY,31.21,16.59,81.27,56,0,12.28,clear sky,0.0,0
591,Suhbaatar,MN,50.23,106.21,65.17,75,54,3.24,broken clouds,0.0,0
592,Tezu,IN,27.92,96.17,76.55,85,100,1.81,light rain,0.11,0
593,Namibe,AO,-15.2,12.15,73.08,58,2,12.21,clear sky,0.0,0
594,Bagdarin,RU,54.43,113.6,57.87,86,79,3.18,light rain,0.45,0
595,Samalaeulu,RU,54.43,113.6,57.87,86,79,3.18,light rain,0.0,0
596,Baglan,AF,36.13,68.71,91.35,20,1,8.16,clear sky,0.0,0
597,Three Hills,CA,51.7,-113.27,63.0,51,0,11.1,clear sky,0.0,0
598,Ballina,AU,-28.87,153.57,59.0,93,100,6.73,overcast clouds,0.0,0
599,Peniche,PT,39.36,-9.38,73.0,84,0,5.99,clear sky,0.0,0
600,Kununurra,AU,-15.77,128.73,73.4,23,95,6.93,overcast clouds,0.0,0
601,Koumac,NC,-20.57,164.28,67.23,81,0,4.27,clear sky,0.0,0
602,Seymchan,RU,62.88,152.43,54.37,72,84,1.5,broken clouds,0.0,0
603,Kungurtug,RU,50.6,97.52,59.41,78,100,3.53,light rain,0.52,0
604,Martapura,ID,-3.42,114.85,73.17,96,100,0.49,overcast clouds,0.0,0
605,Gizo,SB,-8.1,156.84,81.86,78,97,6.6,overcast clouds,0.0,0
606,Kharian,PK,32.81,73.86,89.6,59,40,9.17,smoke,0.0,0
607,Labrea,BR,-7.26,-64.8,89.91,50,5,0.54,clear sky,0.0,0
608,Tahta,EG,26.77,31.5,105.8,16,0,19.46,clear sky,0.0,0
609,Kavaratti,IN,10.57,72.64,82.67,77,100,13.51,moderate rain,1.32,0
610,Algiers,DZ,36.75,3.04,86.0,66,20,11.41,few clouds,0.0,0
611,Okmulgee,US,35.62,-95.96,75.2,83,1,4.7,clear sky,0.0,0
612,Imbituba,BR,-28.24,-48.67,66.2,88,75,10.29,broken clouds,0.0,0
613,Bacuit,BR,-28.24,-48.67,66.2,88,75,10.29,broken clouds,0.0,0
614,Santiago Del Estero,AR,-27.8,-64.26,59.65,66,100,3.06,overcast clouds,0.0,0
615,Kabarnet,KE,0.49,35.74,69.08,74,11,2.62,light rain,0.29,0
616,Ust-Kut,RU,56.79,105.77,62.13,63,57,1.54,broken clouds,0.0,0
617,Lafia,NG,8.48,8.52,86.0,63,97,5.97,overcast clouds,0.0,0
618,Estelle,US,29.85,-90.11,90.0,74,1,4.7,clear sky,0.0,0
619,Aranos,NA,-24.13,19.12,75.25,16,0,13.94,clear sky,0.0,0
620,Lashio,MM,22.93,97.75,69.01,100,91,1.88,light rain,0.48,0
